MMM,coefficient:,-0.10986275690616273,intercept:,174.50924958063933
ABT,coefficient:,0.020264367578888116,intercept:,38.856434445074555
ABBV,coefficient:,-0.01003728124874094,intercept:,60.682126549811514
ACN,coefficient:,-0.061229908935060223,intercept:,120.21540884574013
ATVI,coefficient:,0.13005168149921184,intercept:,36.18670522325101
AYI,coefficient:,-0.33338555137304654,intercept:,253.9068834872986
ADBE,coefficient:,0.090026081498873131,intercept:,102.86441631373788
AAP,coefficient:,-0.6858815130480308,intercept:,176.0805058752986
AES,coefficient:,0.0020234138451168536,intercept:,11.634833892450246
AET,coefficient:,-0.44551087705632103,intercept:,133.18240138917892
AMG,coefficient:,-0.26617836116702243,intercept:,151.88057151961834
AFL,coefficient:,-0.0017719351468037611,intercept:,70.4131969333148
A,coefficient:,-0.0014365602155173368,intercept:,44.93882290869355
APD,coefficient:,-0.25212175398343201,intercept:,146.4961205838115
AKAM,coefficient:,-0.11079645950155345,intercept:,67.75294516477513
ALK,coefficient:,-0.2581482525437318,intercept:,85.5090510979847
ALB,coefficient:,-0.094979797550238387,intercept:,86.67138783711822
AGN,coefficient:,0.72137545774208034,intercept:,181.92738727160065
LNT,coefficient:,0.01104017851856904,intercept:,36.343901114760314
ALXN,coefficient:,0.0066175807486966026,intercept:,122.74487913498747
ALLE,coefficient:,0.0014452937483877427,intercept:,66.31328250883054
ADS,coefficient:,-0.5419928511353912,intercept:,232.19206142981244
ALL,coefficient:,-0.05326015144153385,intercept:,71.39007546088452
GOOGL,coefficient:,0.67430922805089888,intercept:,774.2206821973491
GOOG,coefficient:,0.51928191000169788,intercept:,759.1323804778036
MO,coefficient:,-0.015175188940883825,intercept:,64.44920868973308
AMZN,coefficient:,1.1653158888759934,intercept:,742.2173148813584
AEE,coefficient:,-0.014696454316464935,intercept:,49.67317647763532
AAL,coefficient:,-0.14398219892576319,intercept:,47.716153837590106
AEP,coefficient:,0.054038411518743362,intercept:,59.52612348954053
AXP,coefficient:,-0.18270253780290371,intercept:,74.62679644079147
AIG,coefficient:,-0.075900066924537213,intercept:,64.69466170336102
AMT,coefficient:,0.23931280753389594,intercept:,101.64521813411083
AWK,coefficient:,-0.013521793317165711,intercept:,72.83926965615738
AMP,coefficient:,-0.46515257891825496,intercept:,119.0144488073536
ABC,coefficient:,-0.0037938766553583759,intercept:,77.68188780511998
AME,coefficient:,-0.065942648605192,intercept:,48.83719326439688
AMGN,coefficient:,0.27240595997152184,intercept:,139.6715919513733
APH,coefficient:,-0.051854870437133278,intercept:,68.2177138235316
APC,coefficient:,-0.098411807642123691,intercept:,66.55116220263164
ADI,coefficient:,-0.19465397484360522,intercept:,73.31850442185927
ANTM,coefficient:,-0.49381650719061643,intercept:,148.1616484288854
AON,coefficient:,-0.05652546577563624,intercept:,112.97721886240872
APA,coefficient:,-0.068295802161466732,intercept:,64.08227029189575
AIV,coefficient:,0.020812838712995489,intercept:,41.78558617577873
AAPL,coefficient:,0.091128110888056058,intercept:,109.40875014988337
AMAT,coefficient:,-0.05453560227418025,intercept:,31.63715711449382
ADM,coefficient:,-0.024110111213916086,intercept:,44.82232569371454
ARNC,coefficient:,0.10706703655314827,intercept:,18.49572184857583
AJG,coefficient:,-0.021813294036477533,intercept:,50.56783307167285
AIZ,coefficient:,-0.07500473642202532,intercept:,87.53264914967474
T,coefficient:,-0.022398563970051508,intercept:,38.74507895553282
ADSK,coefficient:,-0.11365587312840207,intercept:,76.80563626544944
ADP,coefficient:,-0.18839137478982773,intercept:,97.84575647254623
AN,coefficient:,-0.0022073911758319189,intercept:,45.26643753632442
AZO,coefficient:,-0.98550008489099039,intercept:,793.4503949121616
AVB,coefficient:,0.061892409033787919,intercept:,165.09086521067374
AVY,coefficient:,0.031376505058943717,intercept:,71.32211630492898
BHI,coefficient:,-0.22890471521714875,intercept:,66.17787921981639
BLL,coefficient:,0.062374384468090877,intercept:,75.37306334163607
BAC,coefficient:,-0.094595766119507457,intercept:,21.83571896609781
BK,coefficient:,-0.11970340474734373,intercept:,48.97351432096991
BCR,coefficient:,0.11961355333014133,intercept:,211.3612217129577
BAX,coefficient:,0.04457892062549474,intercept:,45.094097524106424
BBT,coefficient:,-0.13904988962996634,intercept:,46.2324523804868
BDX,coefficient:,0.082903290183917039,intercept:,167.32045043063522
BBBY,coefficient:,-0.1093645888223576,intercept:,46.49688914314236
BRK-B,coefficient:,-0.37747199561340483,intercept:,164.27036802848892
BBY,coefficient:,-0.15632716193492041,intercept:,47.11311517237857
BIIB,coefficient:,-0.13635952887455857,intercept:,302.3822283738344
BLK,coefficient:,-0.69971419362406306,intercept:,384.0138546229677
HRB,coefficient:,0.0020531233231730539,intercept:,22.704850520081955
BA,coefficient:,-0.32265039149574132,intercept:,155.4103926178301
BWA,coefficient:,-0.058286470390524966,intercept:,37.67816667444439
BXP,coefficient:,-0.028774572096921146,intercept:,124.05401854486259
BSX,coefficient:,0.022646362818885747,intercept:,20.8930681664432
BMY,coefficient:,-0.11558339894196962,intercept:,57.352781519053
AVGO,coefficient:,0.010923080584120698,intercept:,170.95163753302876
BF-B,coefficient:,-0.00091495132688885605,intercept:,45.699059157273176
CHRW,coefficient:,-0.12889555533773361,intercept:,76.10711546932906
CA,coefficient:,0.0033591173905566287,intercept:,31.517045016483188
COG,coefficient:,-0.024389812846726408,intercept:,22.77161231895759
CPB,coefficient:,-0.067877949304982463,intercept:,57.327917522154564
COF,coefficient:,-0.28589261867828186,intercept:,88.4420459169373
CAH,coefficient:,0.036618257026464388,intercept:,70.24985845128542
HSIC,coefficient:,0.029334794810125214,intercept:,151.97166882062388
KMX,coefficient:,-0.18807863409636139,intercept:,60.44257218832111
CCL,coefficient:,-0.090435539111649588,intercept:,52.5751481248741
CAT,coefficient:,-0.20392666322493891,intercept:,96.50535603444274
